2021-01-03,b'$X to hold ballot on forward split proposal later this week\nhttps://t.co/fK8PPZ6hwp\n\n$BC $FMX $BMS $YPF $LODE $SBAC $INFN $GOOS $SPPI $CERS $PCRX $ETM $ADTN'
2021-01-01,"b'Recent $ADTN technical alerts: Non-ADX 1,2,3,4 Bullish plus 14 more alerts... https://t.co/Y9rqBEuzPs'"
2021-01-01,b'$ADTN outperforms 87% of all stocks! https://t.co/KMvbOP8lWo https://t.co/XxMsPgR11A'
2021-01-01,b'$ADTN in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://t.co/fONMG84S9O #Adtran #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/mD8uX2NWWk'
2020-12-30,b'20 DMA Support today: $ADTN $JNPR $FPRX $CNI ... https://t.co/deOpbNqdR6'
2020-12-30,b'How to Trade: How to trade Adtran $ADTN With Risk Controls https://t.co/RP6vXSqZMN Click for Details https://t.co/lwXPzd4dQd'
2020-12-29,b'Scan results - MACD Bearish Signal Line Cross today: $CRSP $GH $NTLA $RARE $LL $TRU $MAXN $TWST $CHWY $APT $PMT $TDAC $LXP $COGT $ADTN $KPTI $LRN $NCR $MTZ $NTRA ... https://t.co/Yy0NuMBbTF'
2020-12-29,"b""ADTRAN Issued U.S. Patent 10,880,410 'PON data compression for high efficiency'\n\nRelated Tickers: $ADTN\nRead more at: https://t.co/A8YbX8KAug"""
2020-12-28,b'Scan results - Expansion Breakout today: $ACY $BTBT $FUSE $ACAM $THBR $FLUX $NPA $LOAK $NTGR $SOL $LAKE $SYNA $BEEM $BCOV $ADTN $ETAC $VRSK $DDS $JAZZ $STKL ... https://t.co/OeXrQDyre4'
2020-12-28,b'Scan results - MACD Bullish Signal Line Cross today: $BTBT $MSTR $FCPT $ADTN $WBT $ODP $VSAT $STKL $TRIT $GES $TWNK $NCR $ALB $WSFS $CAL $BR $OEC $RXN $GPRE $MA ... https://t.co/AB3JxA2hqS'
2020-12-28,"b'Stocks that traded to 52 week highs: $ACIA, $ADI, $ADTN, $AES, $ALB, $ALLK, $ALLY, $ALTR, $AMBA, $AMG, $ANET, $ARVN, $ATEC, $ATR, $ATRC, $ATUS, $ATVI, $AVGO, $AVNT, $AX, $AY, $BBIO, $BCOV, $BE, $BECN, $BLDR, $BMCH, $BMI,'"
2020-12-28,b'09:54 New 52wk Highs: $ADTN $CLLS $OSS $RXN'
2020-12-28,"b'$ADTN broke LT cup&amp;handle, coiling now into a wedge looking for that 16.8 previous high as target , nice vol accumulation https://t.co/R9loVU3V95'"
2020-12-27,b'$TSLA BOD to enact forward split plans prior to year end\nhttps://t.co/aQqxh927Rv\n\n$BC $FMX $BMS $YPF $LODE $SBAC $INFN $GOOS $SPPI $CERS $PCRX $ETM $ADTN'
2021-01-07,"b""$ADTN:\n\nNew Insider Filing on ADTRAN INC's\n\nDirector\n\nGREGORY JAMES MCCRAY:\n\nhttps://t.co/3Af06cbiyk"""
2021-01-07,b'RT @Tickeron: $ADTN in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://t.co/idHzvi3mFM #Ad\xe2\x80\xa6'
2021-01-06,"b""$ADTN:\n\nNew Insider Filing on ADTRAN INC's\n\nDirector\n\nKATHRYN A WALKER:\n\nhttps://t.co/3iGZjViyVZ"""
2021-01-06,b'$ADTN in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://t.co/KZ0OUaktoP #Adtran #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/qahv4EerJc'
2021-01-06,b'20 DMA Support today: $PULM $KDP $TRIB $ABBV $ONLN $PDI $CIG $PGEN $JAMF $CHPM $IHD $IUSG $ADTN $ONEQ $MAV $EMO $RUTH $SCHK $BTWN $HTY ... https://t.co/deOpbNqdR6'
2021-01-06,b'RT @AlexStarcevic: Weekly performance 10% or more \n$NEON\n$CTRA\n$CBLI\n$HAE\n$ADTN\n$TARS\n$PNFP\n$QUMU\n$XELB\n$TGH\n$ARC\n$BPTH\n$MXL\n$HSKA\n$MOXC\n$G\xe2\x80\xa6'
2021-01-06,"b""$ADTN:\n\nNew Insider Filing on ADTRAN INC's\n\nDirector\n\nBALAN NAIR:\n\nhttps://t.co/NJdFkeGrwp"""
2021-01-06,b'$ADTN in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://t.co/idHzvi3mFM #Adtran #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/jFTkQmobm4'
