2021-01-04,b'20 DMA Support today: $DVN $ANET $FTV $BOOT $THFF $M $TRNO $BEN $ALEX $PPL $EDRY $BKD $DSX $WD $LSI $MAX $DPW $EUFN $Y $YRD ... https://t.co/deOpbNqdR6'
2021-01-04,b'Added to our list of tickers for daily tracking of Dark Pool activity:\n$MRNA $ANET $TWST $EDIT $PACB $CLLS $BLI $HCCH $BWA $ORA $AES $NEE $RUN \xc2\xa0$ICLN \xc2\xa0$BLDP $MNST $JKHY $CERN $KSU \xc2\xa0$ROST $MO\n\nhttps://t.co/Ozg981yeKc'
2021-01-04,"b""$ANET's 10-day Moving Average crossed above its 50-day Moving Average on November 3, 2020. View odds for this and other indicators: https://t.co/OPFX9ocGap #AristaNetworks #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/Olvx2Srq03"""
2021-01-03,b'RT @TriInvRsrch: $ANET: seeing a move towards a shift towards #cloud-based #WiFi solutions.'
2021-01-03,b'$ANET: seeing a move towards a shift towards #cloud-based #WiFi solutions.'
2021-01-03,"b""$ANET's 10-day Moving Average broke above its 50-day Moving Average on November 3, 2020. View odds for this and other indicators: https://t.co/OADqx8VTOw #AristaNetworks #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/UNyukJ7VVk"""
2021-01-03,b'$PHOT BOD to bless release of acquisition offer details as early as Wednesday\nhttps://t.co/fK8PPZ6hwp\n\n$WTR $AAN $TPLM $AQMS $FBR $KERX $ANET $UHS $FTWS $FND $PULM $AN $ALDR'
2021-01-02,b'$ANET Monthly chart https://t.co/Yq15Y983Zd'
2021-01-02,b'$ANET  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 103'
2021-01-01,"b'$V: 1.90%\n$FVRR: 1.27%\n$DOCU: 1.20%\n$SAIL: 1.15%\n$ANET: 0.94%\n\nPlanning to sell down $TTD.\nStocks I am considering $DG, $DOCU, $W, $WIX, $SAIL, $ADBE, $ADSK\n\nHappy new year!!'"
2021-01-01,"b'(32) Sell Mediocrity.\n\nSold for 2 reasons: (1) Investment thesis didn\xe2\x80\x99t play out and (2) Better opportunities. Sold Entire Positions (4): (1) $IQ, (2) $BZUN, (3) Micro-Mechanics, (4) $EEFT, (5) $NNOX. Partial: $FB, $GOOGL,$ALGN, $ANET &amp; reallocated to 25 other higher convictions.'"
2021-01-01,b'RT @David_Kretzmann: My top 20 holdings as we cruise into July:\n\n$MELI-5.6%\n$NFLX-4.6%\n$SHOP-4.1%\n$CMG-3.9%\n$ETSY-3.1%\n$AMZN-2.9%\n$FB-2.7%\xe2\x80\xa6'
2020-12-31,b'Arista Networks Inc. Shares Close in on 52-Week High - Market Mover https://t.co/ACKXBCamq6 $ANET #stockmarket #kwhenfinance'
2020-12-31,b'1/ Portfolio as of 12/31/2020 close:\n\n$ANET: 12.1%\n$CARG: 11.1%\n$RH: 8.3%\n$DIS: 6.3%\n$GRMN: 4.4%\n$UNH: 4.1%\n$LMT: 3.3%\n$DJCO: 2.8%\n$CVS: 2.4%\n\nCASH: 39.6%\n\nPerformance since inception (8/2020): 7.7%\n$SPX performance: 12%\n\nThoughts below \xf0\x9f\x91\x87 https://t.co/5dBlIvBxiL'
