2020-12-07,1
2020-12-08,-1
2020-12-09,1
2020-12-10,-1
2020-12-11,1
2020-12-14,-1
2020-12-15,1
2020-12-16,-1
2020-12-17,1
2020-12-18,-1
2020-12-21,1
2020-12-22,1
2020-12-23,1
2020-12-24,-1
2020-12-28,1
2020-12-29,-1
2020-12-30,-1
2020-12-31,-1
2021-01-04,1
2021-01-05,-1
2021-01-06,0
2020-12-07,1
2020-12-08,-1
2020-12-09,1
2020-12-10,0
2020-12-11,0
2020-12-14,-1
2020-12-15,1
2020-12-16,-1
2020-12-17,0
2020-12-18,0
2020-12-21,0
2020-12-22,0
2020-12-23,0
2020-12-24,0
2020-12-28,0
2020-12-29,0
2020-12-30,0
2020-12-31,0
2021-01-04,0
2021-01-05,0
2021-01-06,0
2021-01-07,0
2021-01-08,0
2021-01-11,0
2021-01-12,0
