2020-11-24,-1
2020-11-25,1
2020-11-27,-1
2020-11-30,1
2020-12-01,1
2020-12-02,-1
2020-12-03,1
2020-12-04,1
2020-12-07,1
2020-12-08,-1
2020-12-09,1
2020-12-10,0
2020-12-11,1
2020-12-14,-1
2020-12-15,1
2020-12-16,-1
2020-12-17,1
2020-12-18,1
2020-12-21,1
2020-12-22,1
2020-11-24,0
2020-11-25,0
2020-11-27,0
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-07,0
2020-12-08,0
2020-12-09,0
2020-12-10,0
2020-12-11,1
2020-12-14,-1
2020-12-15,0
2020-12-16,0
2020-12-17,0
2020-12-18,0
2020-12-21,0
2020-12-22,1
