Nov-24-20,08:30AM,"1347 Property Insurance Holdings, Inc. Subsidiary FGRe Announces Initial Reinsurance Contract"
Nov-16-20,05:00PM,"1347 Property Insurance Holdings, Inc. Reports Third Quarter 2020 Financial Results; Plans to Change Name to FG Financial Group, Inc."
Nov-12-20,02:08PM,"1347 Property Insurance Holdings, Inc. Declares Cash Dividend on Its 8.00% Cumulative Preferred Stock, Series A"
Aug-14-20,08:45AM,"1347 Property Insurance Holdings, Inc. Reports Second Quarter 2020 Financial Results"
Aug-12-20,03:30PM,"1347 PROPERTY INSURANCE HOLDINGS, INC. DECLARES CASH DIVIDEND ON ITS 8.00% CUMULATIVE PREFERRED STOCK, SERIES A"
Jun-22-20,08:30AM,"1347 Property Insurance Holdings, Inc. Appoints Larry Swets as Interim Chief Executive Officer to Lead Organization Through Formative Stages of Launching Its Diversified Holding Company Strategy"
May-14-20,11:25AM,"1347 PROPERTY INSURANCE HOLDINGS, INC. DECLARES CASH DIVIDEND ON ITS 8.00% CUMULATIVE PREFERRED STOCK, SERIES A"
Apr-13-20,04:10PM,"1347 Property Insurance Holdings, Inc. Reports Preliminary First Quarter 2020 Financial Information"
Mar-30-20,04:10PM,"1347 Property Insurance Holdings, Inc. Reports Fiscal Year 2019 Financial Results; Provides Updates on Business Strategy and Corporate Name Change"
Feb-12-20,03:15PM,"1347 Property Insurance Holdings, Inc. Declares Cash Dividend on Its 8.00% Cumulative Preferred Stock, Series A"
Feb-11-20,10:37AM,Volatility 101: Should 1347 Property Insurance Holdings (NASDAQ:PIH) Shares Have Dropped 27%?
Dec-03-19,01:49PM,Sunrise insurance company completes $51M acquisition
Dec-02-19,05:20PM,1347 Property Insurance Holdings Completes Sale of Insurance Operations to FedNat
Dec-02-19,05:15PM,"FedNat Completes Acquisition of Homeowners Insurance Operations of 1347 Property Insurance Holdings, Inc."
Nov-14-19,04:20PM,"1347 Property Insurance Holdings, Inc. Announces Availability of 2019 Third Quarter Financial Results"
Nov-14-19,12:30PM,"1347 Property Insurance Holdings, Inc. Declares Cash Dividend on Its 8.00% Cumulative Preferred Stock, Series A"
Nov-13-19,11:35AM,"How Much is 1347 Property Insurance Holdings, Inc.'s (NASDAQ:PIH) CEO Getting Paid?"
Aug-14-19,04:30PM,"1347 Property Insurance Holdings, Inc. Announces Availability of 2019 Second Quarter Financial Results"
Aug-13-19,04:30PM,"1347 Property Insurance Holdings, Inc. Declares Cash Dividend on Its 8.00% Cumulative Preferred Stock, Series A"
May-14-19,04:10PM,"1347 Property Insurance Holdings, Inc. Announces 2019 First Quarter Financial Results"
May-14-19,02:12PM,"1347 Property Insurance Holdings, Inc. Declares Cash Dividend on Its 8.00% Cumulative Preferred Stock, Series A"
Mar-20-19,04:15PM,"1347 Property Insurance Holdings, Inc. Announces 2018 Fourth Quarter and Full Year Financial Results"
Mar-18-19,10:30AM,1347 Property (PIH) to Report Q4 Results: Wall Street Expects Earnings Growth
Mar-05-19,05:24PM,FedNat Holding Company Announces Closing of Private Placement of $100 Million of Senior Notes
Feb-26-19,11:50AM,Tampa homeowners insurance operation to be acquired in $51M transaction
Feb-25-19,04:34PM,"1347 Property Insurance Holdings, Inc. Announces Sale of Homeowners Insurance Operations to FedNat Holding Company; Remaining Operations Will Be Transitioned into New Growth Strategy Focused on Reinsurance and Investment Management"
Feb-25-19,04:30PM,"FedNat Holding Company to Acquire Homeowners Insurance Operations of 1347 Property Insurance Holdings, Inc."
Feb-15-19,12:30PM,"1347 Property Insurance Holdings, Inc. Declares Cash Dividend on Its 8.00% Cumulative Preferred Stock, Series A"
Nov-23-18,07:45AM,"Report: Exploring Fundamental Drivers Behind State Auto Financial, CTI Industries, 1347 Property Insurance, U.S. Auto Parts Network, EDAP TMS S.A, and BroadVision  New Horizons, Emerging Trends, and Upcoming Developments"
Nov-13-18,04:10PM,"1347 Property Insurance Holdings, Inc. Announces 2018 Third Quarter Financial Results"
Nov-12-18,01:29PM,"1347 Property Insurance Holdings, Inc. Declares Cash Dividend on Its 8.00% Cumulative Preferred Stock, Series A"
Nov-05-18,10:30AM,1347 Property (PIH) May Report Negative Earnings: Know the Trend Ahead of Next Week's Release
Aug-14-18,04:30PM,"1347 Property Insurance Holdings, Inc. Announces 2018 Second Quarter Financial Results"
Aug-14-18,12:30PM,"1347 Property Insurance Holdings, Inc. Declares Cash Dividend on Its 8.00% Cumulative Preferred Stock, Series A"
Jun-21-18,11:01AM,Why 1347 Property Insurance Holdings Inc (NASDAQ:PIH) Delivered An Inferior ROE Compared To The Industry
Jun-06-18,02:34PM,When Should You Buy 1347 Property Insurance Holdings Inc (NASDAQ:PIH)?
May-14-18,08:57AM,"1347 Property Insurance Holdings, Inc. Announces 2018 First Quarter Financial Results"
May-11-18,03:31PM,"1347 Property Insurance Holdings, Inc. Declares Cash Dividend on Its 8.00% Cumulative Preferred Stock, Series A"
Mar-29-18,09:26PM,Edited Transcript of PIH earnings conference call or presentation 27-Mar-18 2:00pm GMT
Mar-27-18,07:30AM,"1347 Property Insurance Holdings, Inc. to Host Earnings Call"
Mar-26-18,04:15PM,"1347 Property Insurance Holdings, Inc. Announces 2017 Fourth Quarter and Full Year Financial Results"
